,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
778,Night Swim,1.7,1932,0.0,Swim,2933711768,15-12-2019,[],[],3.17,16.92,22.7,,,,0.0,,,,,,,32.2,0,Sunday,50,12,2019
779,Morning Swim,3.0,2941,0.0,Swim,2932861315,14-12-2019,[],[],3.67,11.52,22.5,,,,0.0,,,,,,,49.02,9,Saturday,50,12,2019
780,Afternoon Run,9.45,2762,55.0,Run,2930262962,13-12-2019,"[40.641109, -3.166655]","[40.641402, -3.166942]",12.32,23.4,80.3,22.0,163.0,190.0,683.6,629.6,,,,,,46.03,15,Friday,50,12,2019
781,Evening Run,15.01,4453,105.0,Run,2926750857,11-12-2019,"[40.641, -3.16647]","[40.640841, -3.164061]",12.13,18.36,81.0,14.0,163.5,181.0,735.0,682.2,,,,,,74.22,18,Wednesday,50,12,2019
782,Morning Swim,2.5,2480,0.0,Swim,2926179440,11-12-2019,[],[],3.63,9.0,22.8,,,,0.0,,,,,,,41.33,5,Wednesday,50,12,2019
783,Morning Run,9.01,2711,101.0,Run,2918848241,08-12-2019,"[40.627641, -3.149988]","[40.628329, -3.150585]",11.96,20.16,82.2,13.0,179.1,198.0,751.4,708.6,,,,,,45.18,8,Sunday,49,12,2019
784,Night Swim,1.5,1590,0.0,Swim,2918848408,08-12-2019,[],[],3.39,23.76,20.8,,,,0.0,,,,,,,26.5,0,Sunday,49,12,2019
785,Morning Swim,3.0,3217,0.0,Swim,2917936102,07-12-2019,[],[],3.36,11.88,22.2,,,,0.0,,,,,,,53.62,9,Saturday,49,12,2019
786,Morning Run,12.49,3633,91.0,Run,2917935553,06-12-2019,"[40.659427, -3.114296]","[40.659706, -3.114253]",12.37,16.92,80.9,17.0,171.2,188.0,765.8,722.0,,,,,,60.55,10,Friday,49,12,2019
787,Morning Swim,2.5,2435,0.0,Swim,2912959169,05-12-2019,[],[],3.7,6.12,22.9,,,,0.0,,,,,,,40.58,5,Thursday,49,12,2019
788,Evening Run,10.25,3000,123.0,Run,2908941888,03-12-2019,"[40.640882, -3.166615]","[40.640714, -3.164789]",12.3,21.24,81.4,15.0,161.4,180.0,733.2,682.6,,,,,,50.0,18,Tuesday,49,12,2019
789,Lunch Swim,2.0,2294,0.0,Swim,2909381695,03-12-2019,[],[],3.14,8.28,22.7,,,,0.0,,,,,,,38.23,12,Tuesday,49,12,2019
790,Lunch Swim,3.0,3215,0.0,Swim,2902583749,30-11-2019,[],[],3.36,15.48,23.6,,,,0.0,,,,,,,53.58,11,Saturday,48,11,2019
791,Morning Run,15.77,4581,63.0,Run,2901004344,30-11-2019,"[40.645431, -3.174096]","[40.642977, -3.16866]",12.39,18.0,81.3,21.0,168.1,192.0,698.4,650.0,,,,,,76.35,9,Saturday,48,11,2019
792,Lunch Swim,3.1,3315,0.0,Swim,2898224268,28-11-2019,[],[],3.37,15.12,22.9,,,,0.0,,,,,,,55.25,11,Thursday,48,11,2019
793,Lunch Swim,3.0,3357,0.0,Swim,2895931922,27-11-2019,[],[],3.22,15.48,23.7,,,,0.0,,,,,,,55.95,11,Wednesday,48,11,2019
794,Evening Run,8.41,2614,65.0,Run,2895559648,26-11-2019,"[40.643799, -3.171595]","[40.640778, -3.166136]",11.59,16.56,80.1,20.0,153.6,168.0,732.4,671.8,,,,,,43.57,19,Tuesday,48,11,2019
795,Morning Run,15.6,4549,25.0,Run,2887259494,24-11-2019,"[40.641196, -3.166724]","[40.639329, -3.181254]",12.35,18.0,80.9,18.0,173.6,191.0,682.6,622.6,,,,,,75.82,9,Sunday,47,11,2019
796,Lunch Run,9.81,2682,42.0,Run,2884937613,23-11-2019,"[40.64104, -3.166215]","[40.640215, -3.170145]",13.16,19.8,82.7,18.0,170.9,183.0,684.8,622.8,,,,,,44.7,11,Saturday,47,11,2019
797,Morning Swim,2.5,2525,0.0,Swim,2883310845,22-11-2019,[],[],3.56,8.64,24.2,,,,0.0,,,,,,,42.08,6,Friday,47,11,2019
798,Lunch Swim,3.0,3230,0.0,Swim,2883310363,18-11-2019,[],[],3.34,32.76,23.4,,,,0.0,,,,,,,53.83,12,Monday,47,11,2019
799,Lunch Swim,2.5,2931,0.0,Swim,2869741161,16-11-2019,[],[],3.07,13.32,22.2,,,,0.0,,,,,,,48.85,11,Saturday,46,11,2019
800,Evening Run,11.0,3408,21.0,Run,2862698122,13-11-2019,"[40.626084, -3.152225]","[40.626027, -3.151879]",11.62,21.6,80.8,16.0,156.0,185.0,717.6,706.0,,,,,,56.8,18,Wednesday,46,11,2019
801,Evening Run,10.29,3031,127.0,Run,2860426648,12-11-2019,"[40.641078, -3.166756]","[40.640418, -3.165732]",12.21,24.48,81.0,18.0,151.5,176.0,717.8,651.4,,,,,,50.52,18,Tuesday,46,11,2019
802,Morning Swim,2.3,2660,0.0,Swim,2860425561,11-11-2019,[],[],3.11,16.92,24.0,,,,0.0,,,,,,,44.33,5,Monday,46,11,2019
803,Afternoon Run,12.0,3385,76.0,Run,2855733552,10-11-2019,"[40.641319, -3.166997]","[40.641625, -3.164785]",12.77,21.24,83.0,15.0,155.0,188.0,717.4,647.2,,,,,,56.42,17,Sunday,45,11,2019
804,Evening Run,10.32,3203,16.0,Run,2846052963,06-11-2019,"[40.626048, -3.152316]","[40.626912, -3.150933]",11.6,19.08,81.8,17.0,154.6,170.0,790.4,780.0,,,,,,53.38,18,Wednesday,45,11,2019
805,Morning Swim,2.0,2191,0.0,Swim,2846051652,06-11-2019,[],[],3.29,10.08,24.2,,,,0.0,,,,,,,36.52,5,Wednesday,45,11,2019
806,Morning Run,15.51,4705,34.0,Run,2837320338,03-11-2019,"[40.638507, -3.180547]","[40.641323, -3.178379]",11.87,19.8,82.7,20.0,154.0,183.0,769.8,756.0,,,,,,78.42,9,Sunday,44,11,2019
807,Morning Run,12.36,3758,70.0,Run,2832641350,01-11-2019,"[40.640389, -3.165369]","[40.640634, -3.166088]",11.84,21.96,81.7,25.0,168.8,194.0,725.2,682.4,,,,,,62.63,10,Friday,44,11,2019
808,Evening Run,10.01,3264,24.0,Run,2829236455,30-10-2019,"[40.628274, -3.150714]","[40.628236, -3.150751]",11.04,21.24,80.1,22.0,162.0,200.0,726.0,714.8,,,,,,54.4,19,Wednesday,44,10,2019
809,Morning Swim,2.3,2384,0.0,Swim,2828988256,30-10-2019,[],[],3.47,21.96,23.4,,,,0.0,,,,,,,39.73,6,Wednesday,44,10,2019
810,Morning Run,16.17,4955,51.0,Run,2820107836,27-10-2019,"[40.639025, -3.180008]","[40.644061, -3.170372]",11.75,15.48,80.8,17.0,167.9,183.0,669.0,637.0,,,,,,82.58,8,Sunday,43,10,2019
811,Lunch Run,4.19,1660,94.0,Run,2818546798,26-10-2019,"[40.652394, -3.054872]","[40.652722, -3.054675]",9.09,19.44,76.5,22.0,157.4,181.0,933.6,840.4,,,,,,27.67,11,Saturday,43,10,2019
812,Lunch Run,3.07,777,33.0,Run,2818545577,26-10-2019,"[40.652694, -3.054645]","[40.652434, -3.054768]",14.25,18.72,83.8,15.0,189.3,195.0,862.8,839.6,,,,,,12.95,11,Saturday,43,10,2019
813,Morning Run,2.02,740,8.0,Run,2818544780,26-10-2019,"[40.652748, -3.054726]","[40.652402, -3.054926]",9.81,21.6,81.1,16.0,155.0,180.0,848.4,839.2,,,,,,12.33,10,Saturday,43,10,2019
814,Morning Swim,2.65,2286,0.0,Swim,2820106540,26-10-2019,[],[],4.17,20.52,22.3,,,,0.0,,,,,,,38.1,9,Saturday,43,10,2019
815,Morning Run,10.14,3325,49.0,Run,2812628642,24-10-2019,"[40.641067, -3.166606]","[40.641602, -3.167352]",10.98,28.08,81.3,16.0,159.3,191.0,684.2,629.8,,,,,,55.42,7,Thursday,43,10,2019
816,Morning Swim,2.25,2220,0.0,Swim,2805840040,21-10-2019,[],[],3.65,17.28,23.0,,,,0.0,,,,,,,37.0,5,Monday,43,10,2019
817,Morning Run,9.96,2645,57.0,Run,2802650391,20-10-2019,"[40.753882, -3.1661]","[40.753859, -3.16608]",13.55,19.08,83.2,17.0,167.6,193.0,705.4,671.8,,,,,,44.08,10,Sunday,42,10,2019
818,Morning Run,2.04,809,14.0,Run,2802648795,20-10-2019,"[40.754221, -3.164734]","[40.754818, -3.165023]",9.1,20.16,82.3,16.0,125.3,143.0,685.0,671.2,,,,,,13.48,10,Sunday,42,10,2019
819,Lunch Swim,1.6,1771,0.0,Swim,2802648042,17-10-2019,[],[],3.25,19.44,22.3,,,,0.0,,,,,,,29.52,11,Thursday,42,10,2019
820,Morning Run,8.49,2684,28.0,Run,2802647206,13-10-2019,"[40.643801, -3.169324]","[40.643771, -3.171394]",11.38,15.84,81.2,20.0,157.1,172.0,679.4,625.4,,,,,,44.73,9,Sunday,41,10,2019
821,Lunch Swim,2.0,2551,0.0,Swim,2802642774,07-10-2019,[],[],2.82,9.72,20.6,,,,0.0,,,,,,,42.52,11,Monday,41,10,2019
822,Night Ride,14.58,2598,0.0,Ride,2763818814,05-10-2019,[],[],20.21,52.56,95.7,25.0,80.6,96.0,665.8,659.0,110.5,287.0,True,210.0,148.0,43.3,1,Saturday,40,10,2019
823,Lunch Swim,1.6,1744,0.0,Swim,2758087931,02-10-2019,[],[],3.3,14.04,22.7,,,,0.0,,,,,,,29.07,12,Wednesday,40,10,2019
824,Night Ride,75.02,3759,0.0,Ride,2745528664,28-09-2019,[],[],71.85,183.96,89.8,22.0,157.0,194.0,657.0,657.0,106.4,399.9,True,582.0,153.0,62.65,0,Saturday,39,9,2019
825,Evening Run,7.99,2618,25.0,Run,2665082349,30-08-2019,"[40.639122, -3.179989]","[40.639117, -3.180132]",10.99,21.24,79.6,27.0,153.8,179.0,647.8,637.8,,,,,,43.63,18,Friday,35,8,2019
826,La nocturna del Ocejón (bajada),6.03,5479,23.0,Walk,2538316208,16-07-2019,"[41.104487, -3.255479]","[41.129421, -3.233902]",3.96,8.28,64.5,23.0,117.9,168.0,2045.2,1295.6,,,,,,91.32,21,Tuesday,29,7,2019
827,Subida al Ocejón cresteando,4.87,5746,697.0,Walk,2538315211,16-07-2019,"[41.128631, -3.241566]","[41.104555, -3.255397]",3.05,13.68,57.7,27.0,126.9,159.0,2019.2,1324.4,,,,,,95.77,19,Tuesday,29,7,2019
828,Morning Ride,72.41,9198,556.0,Ride,2489044555,29-06-2019,"[40.641349, -3.166904]","[40.6407, -3.166103]",28.34,57.6,81.5,26.0,136.4,174.0,960.4,640.4,163.4,1503.3,True,723.0,196.0,153.3,7,Saturday,26,6,2019
829,Morning Run,12.73,3682,132.0,Run,2486442246,28-06-2019,"[40.638794, -3.153874]","[40.640834, -3.166236]",12.45,27.72,81.7,23.0,141.9,163.0,728.0,647.8,,,,,,61.37,6,Friday,26,6,2019
830,Bike Time,61.46,7945,490.0,Ride,2470389965,22-06-2019,"[40.641185, -3.166685]","[40.636932, -3.16264]",27.85,56.88,80.5,22.0,,,776.8,590.0,168.8,1341.0,True,844.0,212.0,132.42,8,Saturday,25,6,2019
831,Velociraptor ,57.19,7128,256.0,Ride,2466425273,20-06-2019,"[40.641288, -3.166819]","[40.642533, -3.165819]",28.89,56.52,88.1,31.0,144.4,191.0,729.8,645.2,163.2,1163.5,True,865.0,211.0,118.8,17,Thursday,25,6,2019
832,Evening Run,9.78,3001,5.0,Run,2463896675,19-06-2019,"[40.643619, -3.171171]","[40.64993, -3.168981]",11.73,20.16,79.8,26.0,155.7,185.0,669.0,616.4,,,,,,50.02,20,Wednesday,25,6,2019
833,Morning Swim,1.8,2269,0.0,Swim,2463586735,17-06-2019,[],[],2.85,12.6,22.2,,,,0.0,,,,,,,37.82,5,Monday,25,6,2019
834,Night Run,10.11,2597,131.0,Run,2450093311,14-06-2019,"[40.552775, -3.62745]","[40.552671, -3.628765]",14.01,21.24,81.0,22.0,172.1,206.0,687.2,638.6,,,,,,43.28,21,Friday,24,6,2019
835,Evening Run,3.91,1346,55.0,Run,2450092820,14-06-2019,"[40.552376, -3.628539]","[40.552869, -3.628367]",10.45,20.52,79.9,24.0,144.1,167.0,679.2,633.6,,,,,,22.43,20,Friday,24,6,2019
836,Lunch Swim,0.7,697,0.0,Swim,2442583220,11-06-2019,[],[],3.61,5.04,21.8,,,,0.0,,,,,,,11.62,12,Tuesday,24,6,2019
837,Lunch Swim,0.6,701,0.0,Swim,2442582990,11-06-2019,[],[],3.08,4.32,19.6,,,,0.0,,,,,,,11.68,12,Tuesday,24,6,2019
838,"Caminos, cebada, amigos y todo llano",12.05,3716,229.0,Run,2439941733,10-06-2019,"[40.628565, -3.154088]","[40.639821, -3.165105]",11.68,19.08,80.5,24.0,150.2,174.0,813.4,679.4,,,,,,61.93,20,Monday,24,6,2019
839,BT Escariche-Escopete,108.45,12500,1046.0,Ride,2432829481,08-06-2019,"[40.641211, -3.166683]","[40.642724, -3.165082]",31.23,62.28,89.9,22.0,147.4,192.0,867.0,570.0,186.6,2333.0,True,763.0,220.0,208.33,8,Saturday,23,6,2019
840,Madrugón con Rulo y Zt,12.45,3437,112.0,Run,2430016981,07-06-2019,"[40.640857, -3.166245]","[40.639943, -3.165939]",13.05,31.32,81.7,17.0,155.3,170.0,731.8,667.8,,,,,,57.28,5,Friday,23,6,2019
841,2° con Javi,10.51,3017,58.0,Run,2426207494,05-06-2019,"[40.641056, -3.166597]","[40.642996, -3.168774]",12.54,19.44,80.1,23.0,146.4,182.0,684.2,628.0,,,,,,50.28,18,Wednesday,23,6,2019
842,1° Madrugón con Rulo y Rece,10.97,3269,122.0,Run,2424659168,05-06-2019,"[40.642597, -3.142531]","[40.640921, -3.166163]",12.08,22.32,80.6,19.0,164.3,182.0,828.0,770.8,,,,,,54.48,5,Wednesday,23,6,2019
843,Vendabal...vuelta por Aguas Vivas,19.14,2534,200.0,Ride,2423458331,04-06-2019,"[40.641288, -3.166687]","[40.63913, -3.163955]",27.19,60.48,89.3,29.0,,,770.6,698.4,161.0,408.0,True,765.0,218.0,42.23,18,Tuesday,23,6,2019
844,CA Irueste-Peñalver,83.9,10671,1018.0,Ride,2413970975,01-06-2019,"[40.640559, -3.166288]","[40.641128, -3.166378]",28.31,60.12,86.6,25.0,143.7,185.0,985.0,678.6,170.4,1818.5,True,920.0,208.0,177.85,8,Saturday,22,6,2019
845,BT Cogolludo-Humanes,96.44,11754,1000.0,Ride,2411246317,31-05-2019,"[40.64109, -3.166683]","[40.641073, -3.166805]",29.54,61.92,89.2,24.0,147.1,192.0,766.4,539.2,178.7,2101.0,True,832.0,219.0,195.9,8,Friday,22,5,2019
846,Evening Run,14.35,4295,159.0,Run,2407235247,29-05-2019,"[40.641019, -3.166511]","[40.640559, -3.165839]",12.03,21.6,80.3,25.0,150.7,171.0,750.8,669.0,,,,,,71.58,19,Wednesday,22,5,2019
847,Evening Run,7.0,2083,88.0,Run,2404575516,28-05-2019,"[40.641006, -3.166607]","[40.64094, -3.166713]",12.1,21.24,79.9,23.0,147.3,175.0,723.2,678.0,,,,,,34.72,20,Tuesday,22,5,2019
848,CA Vega-Yela y a volarrr,110.08,13220,1020.0,Ride,2395479065,25-05-2019,"[40.640662, -3.166419]","[40.642088, -3.166766]",29.98,70.2,89.4,17.0,,,1044.8,691.4,183.5,2426.5,True,717.0,213.0,220.33,8,Saturday,21,5,2019
849,Night Run,5.01,1561,51.0,Run,2383533198,20-05-2019,"[40.641237, -3.166701]","[40.64151, -3.167057]",11.55,17.28,79.4,22.0,121.6,161.0,717.0,680.2,,,,,,26.02,21,Monday,21,5,2019
850,BT ,71.96,9003,369.0,Ride,2379090936,19-05-2019,"[40.641775, -3.167252]","[40.640875, -3.166576]",28.77,55.44,,12.0,133.4,166.0,754.2,615.8,143.5,1292.3,False,,,150.05,7,Sunday,20,5,2019
851,Morning Ride,78.08,9580,775.0,Ride,2379091441,18-05-2019,"[40.64114, -3.166768]","[40.630998, -3.149612]",29.34,57.6,92.9,14.0,147.2,194.0,953.2,654.0,0.4,4.1,True,283.0,21.0,159.67,8,Saturday,20,5,2019
852,Evening Run,7.87,2428,84.0,Run,2372825299,16-05-2019,"[40.641319, -3.166948]","[40.640938, -3.166302]",11.67,19.44,80.3,27.0,155.1,171.0,711.8,659.0,,,,,,40.47,18,Thursday,20,5,2019
853,Evening Run,10.19,3153,57.0,Run,2370662647,15-05-2019,"[40.641424, -3.166422]","[40.641294, -3.166669]",11.64,23.76,79.7,25.0,143.8,168.0,681.6,626.8,,,,,,52.55,20,Wednesday,20,5,2019
854,Evening Run,6.35,1862,59.0,Run,2364696169,13-05-2019,"[40.637121, -3.143739]","[40.636855, -3.143896]",12.29,18.0,80.4,29.0,135.0,188.0,797.2,776.4,,,,,,31.03,18,Monday,20,5,2019
855,Lunch Ride,13.08,1405,180.0,Ride,2361407470,12-05-2019,"[40.653059, -3.05468]","[40.640763, -3.166197]",33.52,64.44,85.4,26.0,167.1,184.0,1009.6,732.4,191.3,268.8,True,612.0,254.0,23.42,12,Sunday,19,5,2019
856,Morning Ride,23.55,3448,380.0,Ride,2360677622,12-05-2019,"[40.641167, -3.163121]","[40.652879, -3.054479]",24.58,64.08,89.5,18.0,142.1,159.0,1006.0,717.0,203.2,700.8,True,758.0,229.0,57.47,8,Sunday,19,5,2019
857,Afternoon Run,4.6,1237,21.0,Run,2358562322,11-05-2019,"[40.653072, -3.055136]","[40.652746, -3.055401]",13.4,16.2,81.2,28.0,154.7,189.0,845.8,832.8,,,,,,20.62,13,Saturday,19,5,2019
858,Evening Run,7.1,2018,13.0,Run,2354734747,09-05-2019,"[40.626682, -3.152087]","[40.625586, -3.152023]",12.66,20.88,80.0,22.0,160.3,184.0,754.0,736.2,,,,,,33.63,20,Thursday,19,5,2019
859,Afternoon Run,8.1,2212,99.0,Run,2353844512,09-05-2019,"[40.644796, -3.168181]","[40.64088, -3.166254]",13.18,24.48,80.2,25.0,158.5,193.0,759.0,679.6,,,,,,36.87,14,Thursday,19,5,2019
860,Biketimers 😍,74.38,9522,688.0,Ride,2343382789,05-05-2019,"[40.641236, -3.166811]","[40.640798, -3.166254]",28.12,63.0,88.0,17.0,,,968.4,632.4,179.0,1704.2,True,726.0,213.0,158.7,9,Sunday,18,5,2019
861,Afternoon Run,4.77,1266,44.0,Run,2333978819,01-05-2019,"[40.639529, -3.179499]","[40.641164, -3.166575]",13.55,21.96,81.3,27.0,164.9,184.0,703.2,648.8,,,,,,21.1,17,Wednesday,18,5,2019
862,Retomando la bici....#BikeTimeTri,82.0,10334,762.0,Ride,2332721750,01-05-2019,"[40.640671, -3.166469]","[40.640546, -3.166055]",28.57,61.56,90.2,17.0,,,895.4,610.8,167.8,1734.0,True,975.0,206.0,172.23,8,Wednesday,18,5,2019
863,Morning Ride,106.28,13563,1227.0,Ride,2325350576,28-04-2019,"[40.640462, -3.166122]","[40.636536, -3.161903]",28.21,59.4,88.2,22.0,,,998.6,682.4,157.5,2136.8,True,745.0,192.0,226.05,9,Sunday,17,4,2019
864,Morning Ride,60.28,7423,233.0,Ride,2285898786,13-04-2019,"[40.6411, -3.166945]","[40.646685, -3.18062]",29.23,48.24,90.4,12.0,143.5,180.0,753.6,656.4,152.0,1128.5,True,888.0,191.0,123.72,8,Saturday,15,4,2019
865,Evening Run,5.31,1618,19.0,Run,2282694028,11-04-2019,"[40.626144, -3.152264]","[40.626188, -3.150951]",11.81,19.8,80.7,17.0,133.9,162.0,730.2,720.6,,,,,,26.97,20,Thursday,15,4,2019
866,Evening Run,9.51,2807,128.0,Run,2280184063,10-04-2019,"[40.63516, -3.144891]","[40.636649, -3.162126]",12.2,19.08,80.1,21.0,166.5,180.0,685.8,626.2,,,,,,46.78,19,Wednesday,15,4,2019
867,Evening Run,1.95,570,18.0,Run,2265154983,04-04-2019,[],[],12.34,21.6,81.9,20.0,136.4,161.0,689.6,680.2,,,,,,9.5,20,Thursday,14,4,2019
868,Evening Run,8.54,2462,175.0,Run,2257875604,01-04-2019,"[40.641012, -3.166548]","[40.639734, -3.165741]",12.48,26.64,79.8,22.0,158.9,185.0,727.2,600.0,,,,,,41.03,18,Monday,14,4,2019
869,Afternoon Ride,6.9,926,68.0,Ride,2249396489,29-03-2019,"[40.609096, -3.213469]","[40.640939, -3.166423]",26.82,42.12,91.1,22.0,114.8,133.0,684.2,627.2,216.8,200.8,True,791.0,226.0,15.43,15,Friday,13,3,2019
870,Morning Run,1.79,505,0.0,Run,2242714956,26-03-2019,[],[],12.74,16.92,77.9,23.0,122.8,153.0,716.2,660.0,,,,,,8.42,10,Tuesday,13,3,2019
871,Evening Run,7.0,2045,74.0,Run,2227610830,20-03-2019,"[40.641141, -3.166671]","[40.640992, -3.166318]",12.32,20.52,78.9,19.0,148.6,174.0,717.6,668.0,,,,,,34.08,19,Wednesday,12,3,2019
872,Evening Run,8.81,2531,32.0,Run,2213508365,14-03-2019,"[40.641086, -3.166804]","[40.644165, -3.169965]",12.52,21.24,80.2,17.0,147.9,174.0,682.0,626.8,,,,,,42.18,20,Thursday,11,3,2019
873,Evening Run,5.35,1539,72.0,Run,2204951523,10-03-2019,"[40.640886, -3.166741]","[40.641537, -3.167002]",12.52,45.0,79.0,22.0,113.4,134.0,718.4,647.8,,,,,,25.65,20,Sunday,10,3,2019
874,Evening Run,9.15,2784,52.0,Run,2195604676,06-03-2019,"[40.64109, -3.166582]","[40.641677, -3.167099]",11.83,22.32,80.2,17.0,166.1,192.0,682.6,616.4,,,,,,46.4,19,Wednesday,10,3,2019
875,Evening Run,6.34,2192,78.0,Run,2180062872,27-02-2019,"[40.637451, -3.157619]","[40.632932, -3.156899]",10.41,16.56,79.8,21.0,160.4,188.0,748.8,701.8,,,,,,36.53,19,Wednesday,9,2,2019
876,Morning Activity,11.76,2584,0.0,AlpineSki,2179280014,24-02-2019,"[42.568188, 1.641593]","[42.567513, 1.64103]",16.38,45.0,,28.0,118.3,160.0,2535.8,1680.6,,,,,,43.07,10,Sunday,8,2,2019
877,Afternoon Activity,13.63,3180,0.0,AlpineSki,2170138624,23-02-2019,"[42.559931, 1.653453]","[42.579025, 1.646659]",15.43,38.88,,24.0,115.9,148.0,2452.8,1686.4,,,,,,53.0,14,Saturday,8,2,2019
878,Morning Activity,13.63,3012,0.0,AlpineSki,2170136656,23-02-2019,"[42.567165, 1.647228]","[42.567652, 1.641749]",16.29,47.88,,27.0,115.5,143.0,2529.8,1693.8,,,,,,50.2,10,Saturday,8,2,2019
879,Evening Run,4.45,1324,42.0,Run,2160860213,19-02-2019,"[40.641005, -3.160828]","[40.641175, -3.166635]",12.11,23.4,79.7,17.0,176.6,194.0,744.2,706.4,,,,,,22.07,19,Tuesday,8,2,2019
880,Morning Swim,2.05,2098,0.0,Swim,2160860102,18-02-2019,[],[],3.52,5.04,22.8,,,,0.0,,,,,,,34.97,5,Monday,8,2,2019
881,Evening Run,4.16,1097,54.0,Run,2156411345,17-02-2019,"[40.641377, -3.166946]","[40.640615, -3.165915]",13.64,43.2,82.3,19.0,160.5,172.0,743.0,714.2,,,,,,18.28,20,Sunday,7,2,2019
882,Evening Run,8.19,2753,78.0,Run,2149335653,14-02-2019,"[40.640867, -3.16652]","[40.641022, -3.166453]",10.7,27.0,78.1,17.0,170.7,190.0,717.0,674.6,,,,,,45.88,19,Thursday,7,2,2019
883,Lunch Swim,1.75,1869,0.0,Swim,2142038430,12-02-2019,[],[],3.37,9.0,19.9,,,,0.0,,,,,,,31.15,12,Tuesday,7,2,2019
884,Evening Run,3.29,893,41.0,Run,2111606074,29-01-2019,"[40.633955, -3.158831]","[40.640982, -3.166445]",13.28,33.84,81.1,18.0,143.7,167.0,768.6,748.6,,,,,,14.88,19,Tuesday,5,1,2019
885,Evening Run,4.59,1639,53.0,Run,2098602885,23-01-2019,"[40.644525, -3.166768]","[40.641019, -3.166394]",10.08,15.84,,17.0,153.2,173.0,812.0,768.8,,,,,,27.32,18,Wednesday,4,1,2019
886,Evening Ride,16.36,2399,1.0,Ride,2083479632,16-01-2019,[],[],24.55,29.16,94.8,19.0,,,650.2,648.2,85.1,204.1,True,134.0,85.0,39.98,19,Wednesday,3,1,2019
887,Evening Run,9.11,2789,55.0,Run,2067122000,09-01-2019,"[40.641261, -3.166685]","[40.641246, -3.166724]",11.76,24.48,81.5,15.0,118.4,144.0,681.6,625.0,,,,,,46.48,18,Wednesday,2,1,2019
888,Morning Run,12.93,3633,69.0,Run,2061458029,07-01-2019,"[40.643423, -3.172159]","[40.641248, -3.166683]",12.82,20.16,82.1,7.0,171.6,190.0,710.6,650.8,,,,,,60.55,8,Monday,2,1,2019
889,Evening Run,8.42,2434,51.0,Run,2051129900,02-01-2019,"[40.643653, -3.171509]","[40.64125, -3.166694]",12.45,22.68,81.3,16.0,138.7,176.0,724.2,669.6,,,,,,40.57,19,Wednesday,1,1,2019
890,Afternoon Run,1.33,452,15.0,Run,2044097614,30-12-2018,"[40.632064, -3.160411]","[40.640964, -3.166329]",10.61,17.64,80.5,20.0,159.1,170.0,718.2,701.4,,,,,,7.53,13,Sunday,52,12,2018
891,Lunch Run,1.13,416,12.0,Run,2044097539,30-12-2018,"[40.630184, -3.16185]","[40.630198, -3.161853]",9.81,14.76,78.6,21.0,168.4,180.0,710.8,697.0,,,,,,6.93,12,Sunday,52,12,2018
892,Lunch Run,9.21,2134,117.0,Run,2044097466,30-12-2018,"[40.63039, -3.162695]","[40.630431, -3.162568]",15.54,20.88,83.7,18.0,172.1,207.0,737.0,710.4,,,,,,35.57,12,Sunday,52,12,2018
893,Lunch Run,2.0,811,17.0,Run,2044097272,30-12-2018,"[40.630406, -3.158968]","[40.630458, -3.162656]",8.86,21.24,82.5,16.0,118.6,155.0,665.2,651.6,,,,,,13.52,11,Sunday,52,12,2018
894,Morning Ride,46.24,6316,570.0,Ride,2083511056,28-12-2018,"[40.641422, -3.166457]","[40.641158, -3.166405]",26.36,50.4,90.9,7.0,151.8,183.0,659.0,548.4,177.8,1123.1,True,684.0,210.0,105.27,9,Friday,52,12,2018
895,Trote con Primo Jesú,7.0,2596,50.0,Run,2038794742,27-12-2018,"[40.643006, -3.16843]","[40.641799, -3.167034]",9.71,15.84,75.8,16.0,122.5,166.0,678.6,623.4,,,,,,43.27,19,Thursday,52,12,2018
896,Evening Run,5.0,1433,59.0,Run,2038795508,19-12-2018,[],[],12.57,24.48,80.7,15.0,101.9,124.0,696.4,644.0,,,,,,23.88,19,Wednesday,51,12,2018
897,Morning Run,11.16,2934,148.0,Run,2038795455,16-12-2018,"[40.628813, -3.150199]","[40.627446, -3.151727]",13.7,30.6,83.8,17.0,179.2,199.0,728.2,682.8,,,,,,48.9,10,Sunday,50,12,2018
898,Morning Run,1.91,806,27.0,Run,2038795095,16-12-2018,"[40.628474, -3.150601]","[40.628686, -3.150265]",8.54,19.8,83.7,20.0,162.8,183.0,723.6,702.0,,,,,,13.43,9,Sunday,50,12,2018
899,Lunch Ride,22.66,2592,104.0,Ride,2008168191,09-12-2018,"[40.743751, -3.031449]","[40.641126, -3.166351]",31.47,52.56,,20.0,152.9,179.0,977.0,695.2,125.0,324.1,False,,,43.2,12,Sunday,49,12,2018
900,Morning Ride,61.04,7911,681.0,Ride,2008167241,09-12-2018,"[40.640927, -3.166506]","[40.743765, -3.031478]",27.78,45.0,,12.0,134.9,185.0,1014.2,682.2,159.4,1261.1,False,,,131.85,9,Sunday,49,12,2018
901,Morning Run,8.41,2468,101.0,Run,1990521975,29-11-2018,"[40.643518, -3.14282]","[40.640786, -3.166256]",12.27,19.08,82.0,10.0,165.3,183.0,611.4,557.4,,,,,,41.13,6,Thursday,48,11,2018
