,name,distance,moving_time,total_elevation_gain,sport_type,id,start_date_local,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,average_watts,kilojoules,device_watts,max_watts,weighted_average_watts,minutes_moving,hour_activity,day_of_week,week_of_year,month,year
440,Afternoon Run,0.75,216,0.0,Run,5147838423,18-04-2021,[],[],12.48,17.64,83.1,55.0,158.0,168.0,705.8,681.8,,,,,,3.6,13,Sunday,15,4,2021
441,Transi ritmo Aranjuez 👍🏼,10.84,2589,107.0,Run,5147838147,18-04-2021,"[40.640885, -3.166351]","[40.640193, -3.15911]",15.07,22.32,83.4,55.0,148.4,173.0,748.2,682.4,,,,,,43.15,12,Sunday,15,4,2021
442,Morning Ride,81.55,10211,927.0,Ride,5148169886,18-04-2021,"[40.640194, -3.165813]","[40.641422, -3.166261]",28.75,64.8,82.0,12.0,,,811.2,567.4,171.8,1754.3,True,851.0,210.0,170.18,8,Sunday,15,4,2021
443,Paseo viendo arbolitos ,71.72,7901,669.0,Ride,5143900697,17-04-2021,"[40.641071, -3.167041]","[40.642241, -3.167895]",32.68,73.08,91.8,18.0,141.0,169.0,957.0,611.8,223.5,1765.7,True,775.0,242.0,131.68,16,Saturday,15,4,2021
444,8km z2🙈☠️,11.44,2704,33.0,Run,5141506952,17-04-2021,"[40.595373, -3.108678]","[40.592994, -3.112766]",15.22,29.88,82.9,55.0,158.0,173.0,912.6,894.0,,,,,,45.07,12,Saturday,15,4,2021
445,.,15.88,1737,56.0,Ride,5137498943,16-04-2021,"[40.641568, -3.167031]","[40.625144, -3.194868]",32.91,63.36,87.0,20.0,,,683.8,625.8,209.9,364.6,True,798.0,258.0,28.95,17,Friday,15,4,2021
446,Afternoon Run,5.68,1646,48.0,Run,5130599843,15-04-2021,"[40.64155, -3.167074]","[40.641578, -3.166975]",12.43,18.0,80.2,54.0,154.1,173.0,710.8,664.4,,,,,,27.43,13,Thursday,15,4,2021
447,Test lactato bici ,71.67,7206,354.0,Ride,5126899482,14-04-2021,"[40.641665, -3.166946]","[40.642439, -3.168125]",35.81,61.92,95.2,21.0,,,728.6,635.0,235.7,1698.4,True,961.0,248.0,120.1,17,Wednesday,15,4,2021
448,Soltar patas con Roche e Iván ,49.65,6129,418.0,Ride,5126899164,13-04-2021,"[40.641705, -3.167544]","[40.629847, -3.160323]",29.16,49.32,85.5,12.0,,,690.4,560.6,190.0,1164.4,True,948.0,227.0,102.15,8,Tuesday,15,4,2021
449,Transi partida con Rece 😉,10.42,2743,83.0,Run,5110287830,11-04-2021,"[40.640463, -3.164981]","[40.640925, -3.166516]",13.67,22.68,82.0,53.0,157.8,175.0,719.6,670.0,,,,,,45.72,18,Sunday,14,4,2021
450,2x35' Ritmo Aranjuez? ,81.67,8209,285.0,Ride,5107463456,11-04-2021,"[40.641267, -3.166922]","[40.643372, -3.168963]",35.82,60.48,94.1,15.0,,,722.0,621.6,235.8,1935.4,True,955.0,249.0,136.82,10,Sunday,14,4,2021
451,Rodaje z no sé cuál ,17.85,4637,159.0,Run,5101936278,10-04-2021,"[40.641005, -3.166555]","[40.641222, -3.166738]",13.86,19.8,81.1,55.0,157.3,180.0,740.2,679.0,,,,,,77.28,14,Saturday,14,4,2021
452,3*15’z4 con Nahuel ,87.05,10108,819.0,Ride,5091375485,08-04-2021,"[40.63944, -3.164942]","[40.625748, -3.161184]",31.0,63.72,86.3,19.0,,,904.8,640.4,211.1,2133.5,True,654.0,246.0,168.47,15,Thursday,14,4,2021
453,Rodaje acoplado z2b-z3a ,60.01,6154,244.0,Ride,5085684564,07-04-2021,"[40.641173, -3.16682]","[40.641854, -3.166801]",35.11,61.56,88.7,21.0,,,718.4,624.2,216.3,1331.3,True,898.0,235.0,102.57,16,Wednesday,14,4,2021
454,10*400 😎💀,10.0,3132,21.0,Run,5077811575,06-04-2021,"[40.626451, -3.152022]","[40.626452, -3.151889]",11.49,22.32,79.9,51.0,148.4,174.0,731.2,721.8,,,,,,52.2,9,Tuesday,14,4,2021
455,Bajo LA SOmbra de la Alcarria con Nahu y Alice ,53.13,6431,325.0,Ride,5075486605,05-04-2021,"[40.640677, -3.166293]","[40.641775, -3.166823]",29.74,51.48,93.3,21.0,130.8,168.0,746.4,629.8,171.6,1103.6,True,900.0,202.0,107.18,18,Monday,14,4,2021
456,Road to Aranjuez...,11.32,2685,25.0,Run,5066609367,04-04-2021,"[40.641054, -3.16666]","[40.642614, -3.176529]",15.17,22.32,83.0,53.0,153.7,175.0,685.4,631.8,,,,,,44.75,11,Sunday,13,4,2021
457,Bici transi,76.13,7974,315.0,Ride,5066892639,04-04-2021,"[40.641128, -3.166806]","[40.641427, -3.166296]",34.37,64.08,98.1,12.0,,,682.2,591.0,230.9,1841.0,True,699.0,246.0,132.9,9,Sunday,13,4,2021
458,Lunch Ride,8.22,897,94.0,Ride,5066890938,03-04-2021,"[40.64259, -3.165571]","[40.641463, -3.166278]",32.97,62.64,91.7,14.0,,,720.6,635.8,250.6,224.8,True,756.0,259.0,14.95,11,Saturday,13,4,2021
459,5*2000 z2+☠️,15.47,4121,36.0,Run,5053773668,02-04-2021,"[40.594302, -3.110896]","[40.594483, -3.110445]",13.51,19.44,82.6,51.0,155.1,180.0,919.0,901.4,,,,,,68.68,10,Friday,13,4,2021
460,Daniii! 🤣🤣,124.98,14763,1037.0,Ride,5048986338,01-04-2021,"[40.640769, -3.166312]","[40.640762, -3.166249]",30.48,64.44,85.3,15.0,,,897.2,556.2,193.3,2853.4,True,810.0,220.0,246.05,8,Thursday,13,4,2021
461,4x8' ftp-+,77.44,8501,483.0,Ride,5035837060,30-03-2021,"[40.641362, -3.166868]","[40.64115, -3.166409]",32.8,65.52,86.5,13.0,,,665.8,481.8,210.3,1787.6,True,806.0,238.0,141.68,8,Tuesday,13,3,2021
462,"1h z1b+30""",14.49,3832,68.0,Run,5053384193,29-03-2021,"[40.641175, -3.166634]","[40.641251, -3.166735]",13.61,25.2,81.4,53.0,154.3,177.0,683.6,632.8,,,,,,63.87,19,Monday,13,3,2021
463,¡Ay el Pocillo! ☄️,119.18,12878,1152.0,Ride,5024765592,28-03-2021,"[40.640366, -3.16597]","[40.640748, -3.166227]",33.31,67.68,90.7,15.0,,,796.0,492.0,215.9,2780.1,True,744.0,242.0,214.63,9,Sunday,12,3,2021
464,Morning Ride,75.51,9262,795.0,Ride,5018126378,27-03-2021,"[40.64146, -3.167027]","[40.630872, -3.1499]",29.35,74.88,81.6,12.0,,,838.0,586.0,188.0,1741.6,True,844.0,226.0,154.37,8,Saturday,12,3,2021
465,Cuestas+20'z2 ☠️,13.39,3675,134.0,Run,5012559196,26-03-2021,"[40.641117, -3.166712]","[40.641185, -3.166623]",13.11,21.24,82.2,54.0,156.2,180.0,682.6,620.4,,,,,,61.25,10,Friday,12,3,2021
466,Chino Chano aaarrrggg 🐦,65.86,7846,645.0,Ride,5009148951,25-03-2021,"[40.641298, -3.166943]","[40.641699, -3.166715]",30.22,59.04,88.4,21.0,,,910.4,566.8,198.1,1554.4,True,833.0,228.0,130.77,15,Thursday,12,3,2021
467,Transi ,4.66,1203,38.0,Run,5001430925,24-03-2021,"[40.644203, -3.160137]","[40.640898, -3.16632]",13.95,38.88,82.2,54.0,133.6,150.0,685.8,659.2,,,,,,20.05,12,Wednesday,12,3,2021
468,2*12*(30''/30'') ,47.52,4631,180.0,Ride,5001537096,24-03-2021,"[40.641515, -3.166981]","[40.643329, -3.16891]",36.94,50.76,91.8,19.0,,,704.0,649.4,245.9,1138.8,True,799.0,262.0,77.18,11,Wednesday,12,3,2021
469,Rodaje de charleta con Recenix,13.01,3563,117.0,Run,4997188589,23-03-2021,"[40.64115, -3.165492]","[40.640726, -3.16606]",13.14,25.2,82.2,54.0,144.9,170.0,721.0,669.4,,,,,,59.38,17,Tuesday,12,3,2021
470,20'z1b,9.01,2378,38.0,Run,4997188055,22-03-2021,"[40.641082, -3.166541]","[40.643763, -3.169052]",13.64,21.96,82.2,47.0,158.7,185.0,683.8,639.4,,,,,,39.63,20,Monday,12,3,2021
471,Afternoon Ride,49.98,6104,470.0,Ride,4986492301,21-03-2021,"[40.642286, -3.166216]","[40.641877, -3.166858]",29.48,66.6,88.9,15.0,,,749.8,559.4,200.2,1222.1,True,792.0,243.0,101.73,16,Sunday,11,3,2021
472,Rodaje con los Peru 👏🏼👏🏼🌪,11.0,3238,63.0,Run,4976724888,20-03-2021,"[40.667795, -3.199503]","[40.667783, -3.19927]",12.23,15.12,82.9,45.0,186.7,205.0,706.2,676.0,,,,,,53.97,10,Saturday,11,3,2021
473,12km fartlek 🌪️🌪️,18.74,4933,93.0,Run,4971967044,19-03-2021,"[40.641197, -3.166584]","[40.641329, -3.166692]",13.68,20.52,83.3,49.0,162.5,182.0,695.6,641.0,,,,,,82.22,11,Friday,11,3,2021
474,Easy jog,12.0,3185,140.0,Run,4968026410,18-03-2021,"[40.641317, -3.166846]","[40.640408, -3.165602]",13.57,21.96,81.7,50.0,168.4,187.0,762.4,691.4,,,,,,53.08,16,Thursday,11,3,2021
475,3*8ftp,27.06,2562,0.0,Ride,4962869565,17-03-2021,[],[],38.03,43.92,96.0,,,,0.0,,235.8,604.2,True,378.0,256.0,42.7,9,Wednesday,11,3,2021
476,Afternoon Run,5.51,1526,67.8,Run,4956858736,16-03-2021,"[40.650935, -3.17111]","[40.641322, -3.166768]",13.0,22.32,82.1,55.0,153.0,169.0,673.0,621.4,,,,,,25.43,16,Tuesday,11,3,2021
477,Afternoon Run,1.73,421,4.8,Run,4956780952,16-03-2021,"[40.63975, -3.201442]","[40.64273, -3.200435]",14.75,20.16,82.6,57.0,111.1,119.0,670.6,626.4,,,,,,7.02,16,Tuesday,11,3,2021
478,Transi z1b ,10.36,2483,108.0,Run,4938434749,13-03-2021,"[40.641127, -3.166614]","[40.640751, -3.166124]",15.02,31.68,83.2,51.0,167.0,183.0,720.8,676.6,,,,,,41.38,11,Saturday,10,3,2021
479,Transi y café con Roche. ,100.64,10515,626.0,Ride,4938480328,13-03-2021,"[40.640794, -3.166465]","[40.641401, -3.166317]",34.46,74.52,93.3,7.0,,,840.8,551.0,229.9,2417.0,True,920.0,247.0,175.25,7,Saturday,10,3,2021
480,4x10' jeje ,58.08,5805,246.0,Ride,4923724273,10-03-2021,"[40.64129, -3.166828]","[40.642733, -3.168405]",36.02,54.0,93.8,15.0,,,721.4,623.6,248.5,1442.7,True,681.0,265.0,96.75,13,Wednesday,10,3,2021
481,Easy jog con mis panas BTTri,10.53,2896,66.0,Run,4918897618,09-03-2021,"[40.640771, -3.166454]","[40.641277, -3.166659]",13.09,18.72,82.0,49.0,164.6,192.0,686.6,636.0,,,,,,48.27,17,Tuesday,10,3,2021
482,Soltar patas mtb ,10.46,1867,115.0,Ride,4908865103,07-03-2021,"[40.639929, -3.162048]","[40.641425, -3.16621]",20.16,37.08,,48.0,130.0,145.0,727.4,668.4,91.8,171.5,False,,,31.12,18,Sunday,9,3,2021
483,Transi KO,8.06,1957,91.0,Run,4905999877,07-03-2021,"[40.64117, -3.166553]","[40.641182, -3.162991]",14.84,36.72,82.4,51.0,164.7,184.0,717.8,679.0,,,,,,32.62,12,Sunday,9,3,2021
484,Viendo los arbolitos con Roche y Paco. ,102.79,12686,1170.0,Ride,4908949661,07-03-2021,"[40.640682, -3.166146]","[40.640946, -3.166395]",29.17,66.24,88.1,9.0,,,1030.4,623.2,203.5,2581.0,True,916.0,223.0,211.43,8,Sunday,9,3,2021
485,Viendo los arbolitos con los terroristas...,100.08,12031,1166.0,Ride,4899587026,06-03-2021,"[40.639595, -3.16652]","[40.631845, -3.161104]",29.94,63.72,91.2,13.0,,,964.6,608.2,185.8,2235.8,True,657.0,220.0,200.52,9,Saturday,9,3,2021
486,4*10' 😅☠️,17.5,4531,90.0,Run,4893854059,05-03-2021,"[40.641037, -3.166401]","[40.64142, -3.166852]",13.9,22.32,81.0,52.0,162.6,183.0,682.6,629.6,,,,,,75.52,12,Friday,9,3,2021
487,5x5' y café :) ,61.16,6742,355.0,Ride,4882345752,03-03-2021,"[40.641233, -3.166641]","[40.640915, -3.166394]",32.66,54.72,92.3,10.0,,,637.8,487.8,229.1,1544.4,True,833.0,254.0,112.37,9,Wednesday,9,3,2021
488,BTTri 2*25' z1b,14.56,3776,58.0,Run,4872536822,01-03-2021,"[40.643517, -3.171584]","[40.641438, -3.166891]",13.89,20.52,81.8,49.0,157.5,179.0,833.0,782.6,,,,,,62.93,17,Monday,9,3,2021
489,Rodaje BBTri ,67.14,8913,735.0,Ride,4882345566,28-02-2021,"[40.640386, -3.165921]","[40.630969, -3.150128]",27.12,69.84,79.7,9.0,,,886.2,608.2,171.7,1530.7,True,883.0,213.0,148.55,8,Sunday,8,2,2021
490,Easy peasy mañanero,46.28,5399,228.0,Ride,4856898613,27-02-2021,"[40.641246, -3.166893]","[40.641136, -3.16636]",30.86,58.32,93.1,8.0,,,725.8,621.0,188.2,1015.9,True,581.0,209.0,89.98,8,Saturday,8,2,2021
491,Night Swim,1.6,1928,0.0,Swim,4857387236,27-02-2021,[],[],2.99,16.2,24.2,,,,0.0,,,,,,,32.13,2,Saturday,8,2,2021
492,Test 20'....☠️💀,91.72,10546,829.0,Ride,4854545737,26-02-2021,"[40.637198, -3.161436]","[40.640579, -3.165963]",31.31,59.04,89.5,16.0,,,924.6,579.0,203.8,2149.0,True,598.0,239.0,175.77,15,Friday,8,2,2021
493,Putas cuestas....,9.93,2986,125.0,Run,4849050672,25-02-2021,"[40.641098, -3.166631]","[40.641224, -3.166588]",11.97,21.6,80.6,49.0,156.0,183.0,690.4,659.4,,,,,,49.77,18,Thursday,8,2,2021
494,Test lactato ,10.87,2999,69.0,Run,4843185386,24-02-2021,"[40.595391, -3.110445]","[40.595621, -3.110085]",13.05,21.6,82.1,48.0,139.1,176.0,889.0,859.6,,,,,,49.98,17,Wednesday,8,2,2021
495,Night Swim,3.3,3386,0.0,Swim,4834833732,23-02-2021,[],[],3.51,10.08,23.3,,,,0.0,,,,,,,56.43,2,Tuesday,8,2,2021
496,Suave con Roche. Con café 😋,42.51,4916,331.0,Ride,4831058353,22-02-2021,"[40.641045, -3.166696]","[40.639413, -3.164876]",31.13,52.92,91.2,44.0,131.4,174.0,773.8,648.0,206.8,1016.9,True,846.0,226.0,81.93,16,Monday,8,2,2021
497,Morning Swim,2.2,2156,0.0,Swim,4829805163,22-02-2021,[],[],3.67,6.12,23.1,,,,0.0,,,,,,,35.93,4,Monday,8,2,2021
498,Lunch Ride,13.95,3310,118.0,Ride,4854545163,21-02-2021,"[40.641341, -3.166789]","[40.641072, -3.16641]",15.17,45.72,,15.0,,,738.8,671.8,59.3,196.3,False,,,55.17,11,Sunday,7,2,2021
499,Rodaje matutino,7.0,1858,86.0,Run,4815412356,20-02-2021,"[40.641499, -3.162661]","[40.64097, -3.166334]",13.56,25.56,82.5,49.0,152.8,186.0,832.4,780.0,,,,,,30.97,8,Saturday,7,2,2021
500,Night Swim,1.5,1594,0.0,Swim,4816094989,20-02-2021,[],[],3.39,5.4,24.7,,,,0.0,,,,,,,26.57,1,Saturday,7,2,2021
501,Rodaje tranquis,9.73,2604,61.0,Run,4810860155,19-02-2021,"[40.642281, -3.167551]","[40.641269, -3.166888]",13.46,22.68,82.2,48.0,145.6,162.0,737.8,688.8,,,,,,43.4,10,Friday,7,2,2021
502,Test lactato,10.26,2794,37.0,Run,4800695628,17-02-2021,"[40.626107, -3.152184]","[40.626136, -3.152237]",13.21,23.04,83.1,50.0,149.4,167.0,742.8,712.6,,,,,,46.57,10,Wednesday,7,2,2021
503,Rodaje tranquis,6.03,1714,80.0,Run,4795174674,16-02-2021,"[40.641089, -3.166529]","[40.640602, -3.166319]",12.66,22.68,82.4,48.0,163.3,184.0,690.6,637.4,,,,,,28.57,11,Tuesday,7,2,2021
504,Vuelta a casa,1.15,335,45.0,Run,4785301319,14-02-2021,[],[],12.3,14.76,82.4,51.0,171.8,180.0,673.8,629.0,,,,,,5.58,12,Sunday,6,2,2021
505,Transición,6.43,1558,8.0,Run,4785301395,14-02-2021,"[40.641001, -3.166507]","[40.642309, -3.176706]",14.86,34.56,82.8,49.0,175.3,191.0,682.6,624.8,,,,,,25.97,12,Sunday,6,2,2021
506,La cosa va de series...,91.34,10465,437.0,Ride,4785917488,14-02-2021,"[40.641322, -3.167142]","[40.641099, -3.166374]",31.42,60.48,90.9,9.0,,,591.8,495.4,190.8,1996.8,True,768.0,219.0,174.42,8,Sunday,6,2,2021
507,Café con PACO???? PERO QUÉ ESTÁ PASANDO??? ,46.38,5544,380.0,Ride,4779690936,13-02-2021,"[40.636815, -3.160697]","[40.641303, -3.166239]",30.12,68.04,91.7,10.0,,,658.2,526.0,192.7,1068.6,True,735.0,228.0,92.4,10,Saturday,6,2,2021
508,Miles,8.79,2339,25.0,Run,4776216439,12-02-2021,"[40.639644, -3.180868]","[40.644517, -3.174831]",13.53,21.96,83.3,50.0,156.3,189.0,437.8,391.2,,,,,,38.98,17,Friday,6,2,2021
509,40'z1b🙄🙄,14.73,3721,23.0,Run,4766285108,10-02-2021,"[40.642362, -3.173896]","[40.639002, -3.180526]",14.25,21.96,82.7,49.0,162.2,182.0,488.2,434.2,,,,,,62.02,17,Wednesday,6,2,2021
510,4x4' 110%FTP,30.13,4799,649.0,VirtualRide,4761395453,09-02-2021,"[47.274116, 11.396473]","[47.252621, 11.443248]",22.6,88.92,96.6,,,,695.8,278.8,194.7,934.3,True,466.0,232.0,79.98,9,Tuesday,6,2,2021
511,Soltar patas ,14.39,1817,21.0,VirtualRide,4758752861,09-02-2021,"[-11.636622, 166.972339]","[-11.647963, 167.000663]",28.51,35.64,102.9,,,,17.6,12.6,115.8,210.5,True,197.0,117.0,30.28,0,Tuesday,6,2,2021
512,BTT 2h 75%?  Road to Aranjuez!,94.97,10753,436.0,Ride,4749467600,07-02-2021,"[40.644166, -3.169146]","[40.641227, -3.166294]",31.8,65.16,89.4,9.0,,,832.6,677.8,204.4,2197.4,True,556.0,216.0,179.22,9,Sunday,5,2,2021
513,16*200 BT One Love,10.72,3132,29.0,Run,4743468952,06-02-2021,"[40.639747, -3.179854]","[40.639528, -3.180761]",12.32,24.48,82.9,45.0,151.9,178.0,633.4,610.6,,,,,,52.2,12,Saturday,5,2,2021
514,Escalera 200,2.8,2575,0.0,Swim,4742886919,06-02-2021,[],[],3.91,32.76,24.5,,,,0.0,,,,,,,42.92,1,Saturday,5,2,2021
515,1h z1b ☠️,17.8,4517,37.0,Run,4739781852,05-02-2021,"[40.641137, -3.16661]","[40.637825, -3.181302]",14.18,19.08,83.2,50.0,164.7,183.0,682.6,628.0,,,,,,75.28,17,Friday,5,2,2021
516,Transición 10z1b,7.6,2013,45.0,Run,4729488979,03-02-2021,"[40.642486, -3.175368]","[40.641164, -3.166605]",13.59,26.64,81.6,47.0,172.4,189.0,708.8,662.4,,,,,,33.55,20,Wednesday,5,2,2021
517,4x4' atrancado,28.95,3613,511.0,VirtualRide,4729260936,03-02-2021,"[53.990137, -1.541261]","[53.984134, -1.549791]",28.85,84.6,90.0,,,,182.6,97.0,198.5,717.3,True,377.0,210.0,60.22,10,Wednesday,5,2,2021
518,Morning Swim,2.0,2309,0.0,Swim,4727427137,03-02-2021,[],[],3.12,15.12,23.1,,,,0.0,,,,,,,38.48,4,Wednesday,5,2,2021
519,1km 🔥🔥,9.87,2823,62.0,Run,4717644505,01-02-2021,"[40.641239, -3.166707]","[40.641014, -3.166656]",12.59,23.76,82.6,49.0,158.9,192.0,691.6,641.2,,,,,,47.05,17,Monday,5,2,2021
520,Morning Swim,2.0,2172,0.0,Swim,4716667486,01-02-2021,[],[],3.32,20.88,23.8,,,,0.0,,,,,,,36.2,4,Monday,5,2,2021
521,30' rodillo suave ,17.05,1801,0.0,Ride,4706930012,30-01-2021,[],[],34.09,36.72,103.1,,140.6,151.0,0.0,,186.6,336.1,True,228.0,188.0,30.02,10,Saturday,4,1,2021
522,"Morning run, morning fun!",11.99,3353,135.0,Run,4704008266,30-01-2021,"[40.641031, -3.166633]","[40.630966, -3.161437]",12.88,19.44,82.1,49.0,155.7,170.0,734.4,657.2,,,,,,55.88,10,Saturday,4,1,2021
523,Lunch Run,9.85,2786,71.0,Run,4699095150,29-01-2021,"[40.641175, -3.16652]","[40.641216, -3.166709]",12.73,20.52,81.8,48.0,164.9,187.0,684.4,634.2,,,,,,46.43,11,Friday,4,1,2021
524,7*1000 con David,12.57,3614,23.0,Run,4690689038,27-01-2021,"[40.626975, -3.151691]","[40.627027, -3.151285]",12.52,23.04,80.9,51.0,152.9,188.0,725.2,702.0,,,,,,60.23,17,Wednesday,4,1,2021
525,Rodaje lluvioso BT,10.74,2971,108.0,Run,4679853730,25-01-2021,"[40.641226, -3.157011]","[40.640454, -3.166279]",13.02,34.56,82.1,47.0,138.0,172.0,745.6,695.6,,,,,,49.52,17,Monday,4,1,2021
526,"Rodaje de charleta ""suave""😒🙄",11.25,3084,116.0,Run,4666548795,23-01-2021,"[40.640381, -3.165714]","[40.640774, -3.148235]",13.13,46.8,83.2,45.0,159.1,183.0,724.6,682.6,,,,,,51.4,11,Saturday,3,1,2021
527,40' z1b,16.3,4234,119.0,Run,4663328840,22-01-2021,"[40.641185, -3.147189]","[40.641165, -3.147095]",13.86,20.16,82.8,46.0,166.3,188.0,784.0,748.4,,,,,,70.57,17,Friday,3,1,2021
528,Morning Swim,1.55,1408,0.0,Swim,4663327119,21-01-2021,[],[],3.96,12.96,22.9,,,,0.0,,,,,,,23.47,9,Thursday,3,1,2021
529,3000-2*2000 ☠️☠️☠️,12.21,3167,42.0,Run,4651169423,20-01-2021,"[40.595376, -3.109096]","[40.595414, -3.108993]",13.89,23.04,82.5,42.0,173.3,195.0,947.4,917.4,,,,,,52.78,11,Wednesday,3,1,2021
530,Afternoon Run,9.4,2633,99.0,Run,4642072999,18-01-2021,"[40.641739, -3.146132]","[40.641762, -3.145844]",12.86,19.08,82.6,45.0,170.1,184.0,750.0,717.2,,,,,,43.88,17,Monday,3,1,2021
531,Puta nieve,6.69,1762,74.0,Run,4637612763,17-01-2021,"[40.641125, -3.166624]","[40.641134, -3.166598]",13.66,20.52,82.9,43.0,173.8,196.0,691.4,642.8,,,,,,29.37,18,Sunday,2,1,2021
532,Putas cuestas,12.4,3628,167.0,Run,4625211343,15-01-2021,"[40.640919, -3.166307]","[40.640952, -3.166388]",12.3,23.76,82.1,42.0,146.9,178.0,739.0,683.0,,,,,,60.47,17,Friday,2,1,2021
533,Morning Run,10.62,3150,118.0,Run,4596246034,10-01-2021,"[40.638474, -3.163178]","[40.64095, -3.166453]",12.14,20.52,82.8,41.0,158.7,180.0,756.6,709.8,,,,,,52.5,9,Sunday,1,1,2021
534,Morning Run,9.79,2963,68.0,Run,4580577183,07-01-2021,"[40.642044, -3.167278]","[40.640468, -3.166642]",11.89,20.88,79.7,41.0,152.9,188.0,693.4,641.4,,,,,,49.38,9,Thursday,1,1,2021
535,3*7’ r2’ andar ,7.3,2221,63.0,Run,4569492772,05-01-2021,"[40.642225, -3.167627]","[40.641512, -3.166882]",11.83,22.32,78.0,39.0,164.4,186.0,695.8,643.6,,,,,,37.02,8,Tuesday,1,1,2021
536,Andar/correr X veces ,5.79,1932,46.0,Run,4559356207,03-01-2021,"[40.642335, -3.17416]","[40.637431, -3.167449]",10.79,20.16,75.0,45.0,122.5,156.0,672.2,631.8,,,,,,32.2,11,Sunday,53,1,2021
537,Paseíto con Roche estrenando el año,46.22,5509,340.0,Ride,4555880763,02-01-2021,"[40.640514, -3.166345]","[40.64113, -3.16647]",30.2,56.52,89.1,6.0,,,740.2,646.6,216.1,1190.5,True,942.0,239.0,91.82,11,Saturday,53,1,2021
538,Buena forma de despedir el año...,97.0,10606,761.0,Ride,4547815331,31-12-2020,"[40.642426, -3.166048]","[40.642841, -3.172903]",32.93,63.36,88.9,4.0,,,849.8,605.2,191.3,2029.4,True,904.0,236.0,176.77,9,Thursday,53,12,2020
539,Lunch Ride,9.76,1160,107.0,Ride,4528931308,28-12-2020,"[40.63353, -3.161948]","[40.641111, -3.166485]",30.29,47.88,81.3,9.0,,,798.0,700.0,210.3,244.0,True,596.0,276.0,19.33,12,Monday,53,12,2020
540,Morning Ride,95.25,12094,950.0,Ride,4495724627,20-12-2020,"[40.64253, -3.165452]","[40.641104, -3.166447]",28.35,57.6,84.9,7.0,,,927.4,591.8,185.5,2243.9,True,829.0,222.0,201.57,8,Sunday,51,12,2020
541,Vuelta al olor a cloro,2.0,2167,0.0,Swim,4476361063,15-12-2020,[],[],3.32,11.16,22.4,,,,0.0,,,,,,,36.12,9,Tuesday,51,12,2020
542,Al encuentro de los terrorist...Ciclistas Alcarreños ,71.61,8364,948.0,Ride,4467549054,13-12-2020,"[40.640789, -3.166453]","[40.634933, -3.149942]",30.82,63.0,90.6,12.0,,,939.0,635.8,226.7,1895.7,True,781.0,249.0,139.4,11,Sunday,50,12,2020
543,BTT Horche,80.19,10093,828.0,Ride,4461599991,12-12-2020,"[40.641097, -3.166596]","[40.640823, -3.166236]",28.6,55.08,81.0,11.0,,,943.6,673.0,177.6,1792.9,True,963.0,244.0,168.22,8,Saturday,50,12,2020
544,Al encuentro de los terrorist...Ciclistas Alcarreños jeje,39.96,4520,244.0,Ride,4450116733,09-12-2020,"[40.641969, -3.167596]","[40.639071, -3.147001]",31.83,56.88,93.3,10.0,,,676.8,575.4,205.4,928.3,True,853.0,232.0,75.33,11,Wednesday,50,12,2020
545,Peña Hueva y vuelta,21.42,3773,470.0,Ride,4441294550,07-12-2020,"[40.641659, -3.164747]","[40.641495, -3.166324]",20.43,48.6,,11.0,,,1001.2,728.8,145.6,549.3,False,,,62.88,11,Monday,50,12,2020
546,Morning Ride,50.04,8900,671.0,Ride,4441294545,05-12-2020,"[40.641259, -3.166489]","[40.641168, -3.166461]",20.24,57.6,,4.0,,,1047.2,756.4,103.5,920.9,False,,,148.33,9,Saturday,49,12,2020
547,Lunch Ride,11.7,1250,112.0,Ride,4441294407,03-12-2020,"[40.640836, -3.165215]","[40.641536, -3.166463]",33.7,55.08,82.8,7.0,,,750.6,668.2,257.3,321.7,True,879.0,288.0,20.83,11,Thursday,49,12,2020
548,Bike Time Tri mola y no la UME 🥸,48.98,5661,382.0,Ride,4400763806,28-11-2020,"[40.640559, -3.166235]","[40.641564, -3.166505]",31.15,57.96,84.9,10.0,,,867.2,670.0,187.0,1058.6,True,825.0,226.0,94.35,8,Saturday,48,11,2020
549,Probando Aquiles...,2.97,882,19.0,Run,4389514250,25-11-2020,"[40.62603, -3.152294]","[40.626803, -3.150825]",12.14,14.76,81.0,61.0,139.0,161.0,815.0,720.8,,,,,,14.7,17,Wednesday,48,11,2020
550,Con prisas y a lo loco...,35.53,3519,158.0,Ride,4384763991,24-11-2020,"[40.642352, -3.167354]","[40.641929, -3.167575]",36.35,52.92,90.9,15.0,,,634.2,575.0,248.6,874.7,True,737.0,257.0,58.65,16,Tuesday,48,11,2020
551,Afternoon Run,4.31,1825,42.0,Run,4380173360,23-11-2020,[],[],8.5,18.72,68.9,61.0,133.2,190.0,709.2,691.4,,,,,,30.42,16,Monday,48,11,2020
552,Al encuentro de los terrorist...Ciclistas Alcarreños jeje,60.47,6132,374.0,Ride,4374502061,22-11-2020,"[40.632335, -3.181335]","[40.640924, -3.166407]",35.5,66.24,94.2,13.0,,,804.0,652.2,236.4,1449.7,True,728.0,256.0,102.2,11,Sunday,47,11,2020
